Supplier_ID,Supplier_Name,Component_ID,Component_Name,Unit_Price,Currency,MOQ,Lead_Time_Days,Quote_Date,Valid_Until,Payment_Terms,Quality_Rating,On_Time_Delivery
SUP-7151,BOE Technology,COMP-81335,QLED Panel,475.81,USD,2000,102,2024-11-28,2025-02-27,Net 30,85.4,93.2
SUP-2140,Visionox,COMP-39064,OLED Panel,756.27,CNY,500,107,2024-12-01,2025-05-20,30% Deposit,88.2,83.0
SUP-5572,JDI,COMP-12099,LCD Panel,219.99,USD,500,99,2024-11-10,2025-04-15,LC at Sight,92.9,88.2
SUP-1794,LG Display,COMP-59601,OLED Panel,760.3,USD,1000,109,2024-11-04,2025-01-24,Net 90,95.5,94.5
SUP-6418,Innolux,COMP-98583,Remote Control,12.24,USD,1000,82,2024-11-26,2025-03-18,Net 90,91.4,93.7
SUP-8998,Innolux,COMP-68701,OLED Panel,759.79,USD,200,50,2024-11-17,2025-04-15,30% Deposit,96.6,82.9
SUP-9394,LG Display,COMP-83810,OLED Panel,646.81,CNY,100,94,2024-11-16,2025-05-05,Net 60,88.9,98.4
SUP-7593,Samsung Display,COMP-49778,Bezel,13.81,EUR,500,91,2024-11-14,2025-05-10,LC at Sight,97.2,89.0
SUP-6304,Samsung Display,COMP-13491,LCD Panel,211.6,USD,2000,116,2024-11-20,2025-03-10,LC at Sight,85.9,96.7
SUP-2492,BOE Technology,COMP-23048,Power Supply,71.26,USD,500,51,2024-11-06,2025-02-21,Net 60,92.0,89.2
SUP-7022,BOE Technology,COMP-35512,Bezel,7.32,EUR,1000,107,2024-11-04,2025-02-02,30% Deposit,86.1,86.2
SUP-8131,LG Display,COMP-64691,T-Con Board,38.7,CNY,2000,118,2024-11-05,2025-03-02,Net 90,93.4,87.4
SUP-4751,AU Optronics,COMP-98824,Bezel,12.78,USD,2000,42,2024-11-15,2025-03-27,Net 30,85.2,98.7
SUP-6769,TCL CSOT,COMP-84564,Stand,11.33,USD,500,55,2024-11-03,2025-03-11,Net 90,99.6,94.7
SUP-3798,JDI,COMP-90115,Remote Control,10.92,USD,100,105,2024-11-13,2025-04-11,LC at Sight,96.4,94.7
SUP-7097,Tianma,COMP-12082,LED Backlight,19.59,USD,100,55,2024-11-21,2025-02-22,LC at Sight,87.8,91.4
SUP-7493,BOE Technology,COMP-70343,LCD Panel,145.81,USD,100,44,2024-11-17,2025-03-04,30% Deposit,95.2,86.1
SUP-8577,JDI,COMP-32461,OLED Panel,675.72,USD,200,35,2024-11-12,2025-04-12,30% Deposit,96.4,81.0
SUP-7409,LG Display,COMP-15483,QLED Panel,367.13,EUR,500,30,2024-11-26,2025-02-07,Net 30,88.5,92.8
SUP-7030,Visionox,COMP-52176,QLED Panel,214.94,USD,1000,84,2024-11-18,2025-04-05,Net 90,89.5,91.5
SUP-3488,Innolux,COMP-36817,QLED Panel,220.22,USD,100,34,2024-11-18,2025-05-09,30% Deposit,89.7,80.9
SUP-6300,JDI,COMP-11009,OLED Panel,673.18,USD,1000,59,2024-11-25,2025-02-18,Net 60,94.3,94.5
SUP-3606,Samsung Display,COMP-82329,Main Board,113.73,USD,200,116,2024-11-07,2025-04-13,Net 90,91.6,99.3
SUP-2687,Tianma,COMP-95688,OLED Panel,303.94,USD,1000,53,2024-11-20,2025-03-29,Net 30,99.0,99.9
SUP-5649,BOE Technology,COMP-35771,Main Board,52.71,USD,2000,118,2024-11-18,2025-02-11,Net 30,94.8,84.6
SUP-5803,Tianma,COMP-27855,T-Con Board,44.96,CNY,2000,31,2024-11-01,2025-01-18,30% Deposit,98.1,81.0
SUP-2925,Tianma,COMP-70264,Power Supply,76.87,USD,500,112,2024-11-07,2025-02-16,Net 90,99.3,99.6
SUP-4225,BOE Technology,COMP-21592,OLED Panel,236.82,USD,500,56,2024-11-02,2025-02-25,Net 60,89.0,83.9
SUP-3360,BOE Technology,COMP-84598,T-Con Board,29.97,USD,500,62,2024-11-10,2025-01-25,LC at Sight,90.2,83.1
SUP-6044,AU Optronics,COMP-85678,Bezel,5.14,CNY,100,42,2024-11-20,2025-02-18,Net 60,86.6,82.4
SUP-4586,Samsung Display,COMP-21103,Power Supply,73.8,USD,2000,46,2024-11-29,2025-02-19,Net 90,93.1,91.3
SUP-5660,Sharp Corporation,COMP-89782,QLED Panel,274.55,USD,100,41,2024-11-01,2025-04-21,Net 30,94.3,96.3
SUP-2158,LG Display,COMP-82407,Stand,16.59,EUR,1000,44,2024-11-02,2025-04-06,LC at Sight,94.5,81.7
SUP-5109,Tianma,COMP-16013,LED Backlight,10.86,USD,500,106,2024-11-17,2025-01-30,Net 90,90.1,93.8
SUP-6905,LG Display,COMP-15775,Bezel,17.66,USD,200,118,2024-11-05,2025-02-21,Net 30,90.8,82.4
SUP-2981,Innolux,COMP-84817,Remote Control,9.25,USD,200,64,2024-11-17,2025-02-14,Net 90,85.6,84.4
SUP-2821,Visionox,COMP-59481,OLED Panel,236.97,CNY,1000,74,2024-11-01,2025-01-10,Net 90,93.1,86.0
SUP-8510,JDI,COMP-96795,Main Board,69.81,USD,2000,100,2024-11-04,2025-02-21,LC at Sight,91.1,82.2
SUP-6638,AU Optronics,COMP-80429,T-Con Board,39.84,CNY,100,73,2024-11-29,2025-05-01,Net 90,95.6,100.0
SUP-9275,Sharp Corporation,COMP-89860,QLED Panel,174.57,USD,100,108,2024-11-13,2025-01-14,Net 30,85.8,96.8
SUP-7051,JDI,COMP-42914,T-Con Board,36.68,USD,2000,48,2024-11-07,2025-01-28,Net 90,96.3,82.5
SUP-5114,TCL CSOT,COMP-29583,LED Backlight,47.38,EUR,200,62,2024-12-01,2025-02-19,LC at Sight,98.4,89.2
SUP-9379,LG Display,COMP-96773,LED Backlight,44.83,EUR,1000,30,2024-11-26,2025-02-07,Net 60,97.1,81.6
SUP-2941,TCL CSOT,COMP-18601,Remote Control,13.64,USD,1000,99,2024-11-01,2025-01-01,Net 90,98.0,85.2
SUP-5802,AU Optronics,COMP-18543,QLED Panel,195.08,CNY,500,94,2024-11-04,2025-03-08,Net 90,87.0,89.9
SUP-9968,Tianma,COMP-25408,OLED Panel,533.84,CNY,100,100,2024-11-15,2025-02-14,Net 30,89.5,86.7
SUP-5957,BOE Technology,COMP-11568,T-Con Board,17.6,USD,1000,88,2024-11-28,2025-02-09,30% Deposit,92.9,94.1
SUP-7314,Innolux,COMP-57984,QLED Panel,439.7,CNY,1000,68,2024-11-03,2025-04-01,30% Deposit,90.5,87.5
SUP-7014,AU Optronics,COMP-52948,Remote Control,7.86,USD,200,50,2024-11-11,2025-04-02,Net 60,94.4,86.7
SUP-9395,TCL CSOT,COMP-87181,OLED Panel,361.2,EUR,2000,54,2024-11-06,2025-02-11,LC at Sight,87.0,89.7
SUP-5952,LG Display,COMP-44551,T-Con Board,23.37,USD,2000,108,2024-11-29,2025-04-28,Net 60,85.8,93.6
SUP-5749,LG Display,COMP-30932,Remote Control,4.45,CNY,2000,69,2024-11-18,2025-01-17,Net 30,97.7,83.7
SUP-4054,BOE Technology,COMP-43271,T-Con Board,15.13,EUR,2000,75,2024-11-11,2025-03-12,LC at Sight,99.3,89.6
SUP-9381,Innolux,COMP-64968,Stand,22.54,USD,200,103,2024-11-06,2025-02-23,Net 60,91.8,92.7
SUP-1813,Tianma,COMP-10059,Main Board,50.22,CNY,200,117,2024-11-07,2025-05-06,Net 90,96.1,87.7
SUP-2822,AU Optronics,COMP-33315,QLED Panel,275.14,CNY,100,93,2024-11-04,2025-01-25,Net 60,89.0,99.3
SUP-2434,AU Optronics,COMP-84248,Bezel,14.36,CNY,200,43,2024-11-04,2025-02-18,LC at Sight,95.8,83.7
SUP-2315,JDI,COMP-68325,QLED Panel,123.56,USD,500,67,2024-11-04,2025-02-26,Net 90,88.8,92.5
SUP-1856,TCL CSOT,COMP-82401,LED Backlight,47.42,USD,200,66,2024-11-30,2025-04-09,Net 90,93.8,95.1
SUP-1604,Sharp Corporation,COMP-22075,Main Board,105.58,USD,100,83,2024-11-16,2025-03-16,Net 30,89.0,82.7
SUP-3444,Tianma,COMP-68083,T-Con Board,39.05,CNY,200,111,2024-11-28,2025-05-26,30% Deposit,86.2,97.0
SUP-4402,Samsung Display,COMP-93671,Power Supply,72.78,EUR,100,76,2024-11-21,2025-04-28,Net 60,100.0,93.6
SUP-8085,Visionox,COMP-87826,Main Board,61.15,USD,200,46,2024-11-21,2025-03-06,Net 90,97.4,92.9
SUP-8160,AU Optronics,COMP-19140,OLED Panel,377.42,USD,2000,56,2024-11-18,2025-04-26,30% Deposit,87.6,86.0
SUP-1600,LG Display,COMP-53022,Remote Control,6.88,EUR,200,38,2024-11-03,2025-02-02,Net 60,94.7,85.4
SUP-9276,Tianma,COMP-57595,LCD Panel,237.18,CNY,500,72,2024-11-30,2025-02-20,30% Deposit,94.0,80.6
SUP-7661,Samsung Display,COMP-62703,Stand,8.13,USD,1000,37,2024-11-17,2025-01-30,30% Deposit,90.3,80.7
SUP-4980,TCL CSOT,COMP-42607,LED Backlight,40.28,EUR,1000,42,2024-11-15,2025-03-21,Net 60,99.2,94.1
SUP-8757,BOE Technology,COMP-13861,LCD Panel,91.08,USD,200,60,2024-11-18,2025-02-09,Net 60,98.2,88.2
SUP-3307,AU Optronics,COMP-69439,LED Backlight,18.46,USD,1000,54,2024-11-17,2025-04-06,Net 90,85.0,93.9
SUP-6065,LG Display,COMP-18200,Bezel,12.45,CNY,500,46,2024-11-09,2025-03-07,Net 60,92.8,84.8
SUP-5641,Sharp Corporation,COMP-25825,OLED Panel,245.53,USD,100,57,2024-11-19,2025-01-29,Net 30,93.2,97.1
SUP-8547,TCL CSOT,COMP-31361,LCD Panel,168.11,CNY,200,114,2024-11-06,2025-04-02,Net 60,92.0,96.9
SUP-1490,Tianma,COMP-16270,Bezel,23.5,USD,500,86,2024-11-20,2025-02-11,Net 60,93.1,95.6
SUP-9466,JDI,COMP-96774,Main Board,63.79,EUR,1000,56,2024-11-12,2025-04-15,30% Deposit,98.8,93.2
SUP-4958,TCL CSOT,COMP-10140,Main Board,100.61,EUR,100,48,2024-11-13,2025-03-24,Net 30,92.2,93.0
SUP-3549,Sharp Corporation,COMP-12946,Main Board,39.25,USD,2000,109,2024-11-28,2025-03-27,LC at Sight,92.3,88.8
SUP-1489,Tianma,COMP-23543,Power Supply,65.39,CNY,2000,80,2024-12-01,2025-02-22,30% Deposit,96.2,96.1
SUP-3267,AU Optronics,COMP-98877,Main Board,73.11,USD,200,109,2024-11-30,2025-02-20,Net 60,90.5,93.5
SUP-1823,BOE Technology,COMP-15426,Remote Control,14.94,EUR,1000,39,2024-11-02,2025-02-03,30% Deposit,91.8,87.0
SUP-5396,Samsung Display,COMP-42988,QLED Panel,181.49,USD,500,52,2024-11-27,2025-02-10,LC at Sight,99.6,89.4
SUP-8084,Tianma,COMP-18771,T-Con Board,51.79,EUR,100,38,2024-11-04,2025-02-12,Net 60,95.2,87.0
SUP-2191,BOE Technology,COMP-93661,QLED Panel,174.88,USD,100,96,2024-11-25,2025-03-19,Net 60,91.5,91.5
SUP-6234,LG Display,COMP-61890,T-Con Board,27.86,USD,2000,32,2024-11-30,2025-05-06,30% Deposit,87.3,94.7
SUP-8644,AU Optronics,COMP-29176,T-Con Board,17.54,USD,500,112,2024-11-06,2025-04-25,Net 90,97.3,85.7
SUP-5658,Tianma,COMP-37870,OLED Panel,781.3,USD,1000,66,2024-11-12,2025-03-13,LC at Sight,85.2,83.8
SUP-8377,JDI,COMP-71211,OLED Panel,648.99,USD,500,67,2024-12-01,2025-02-15,Net 60,88.7,83.7
SUP-7400,Samsung Display,COMP-84024,Stand,13.65,EUR,200,47,2024-11-17,2025-01-22,30% Deposit,98.4,95.9
SUP-5269,AU Optronics,COMP-54553,T-Con Board,23.28,USD,2000,47,2024-11-06,2025-03-04,Net 90,87.7,81.3
SUP-4358,Tianma,COMP-11369,OLED Panel,759.85,USD,200,117,2024-12-01,2025-03-08,Net 30,85.3,93.7
SUP-3607,Samsung Display,COMP-75522,Remote Control,14.39,EUR,200,54,2024-11-21,2025-04-13,Net 30,94.6,83.0
SUP-9705,AU Optronics,COMP-61815,Remote Control,9.9,EUR,100,65,2024-11-18,2025-04-02,LC at Sight,92.7,98.2
SUP-4049,Samsung Display,COMP-61639,T-Con Board,46.32,USD,200,48,2024-11-10,2025-05-02,Net 60,85.2,86.8
SUP-5397,Visionox,COMP-89510,Main Board,98.74,USD,500,68,2024-11-29,2025-05-18,Net 90,86.7,86.5
SUP-8263,LG Display,COMP-74564,T-Con Board,46.55,USD,500,30,2024-12-01,2025-03-24,Net 60,90.8,85.0
SUP-5930,TCL CSOT,COMP-42528,Remote Control,9.19,USD,200,119,2024-11-03,2025-03-11,LC at Sight,89.6,96.2
SUP-2715,Tianma,COMP-10574,Power Supply,64.31,USD,100,94,2024-11-02,2025-04-03,Net 30,98.9,88.4
SUP-7736,Sharp Corporation,COMP-91771,LCD Panel,150.37,CNY,2000,32,2024-11-29,2025-05-21,Net 90,85.0,97.7
SUP-3655,BOE Technology,COMP-14237,Stand,24.3,USD,2000,106,2024-11-19,2025-04-11,30% Deposit,93.0,89.2
SUP-8245,Innolux,COMP-38916,Bezel,8.6,EUR,200,74,2024-11-23,2025-05-20,30% Deposit,95.9,92.7
SUP-7637,Tianma,COMP-35783,LED Backlight,27.88,EUR,500,48,2024-12-01,2025-04-23,30% Deposit,95.0,83.3
SUP-5765,LG Display,COMP-15996,LCD Panel,200.09,EUR,200,115,2024-11-17,2025-03-14,LC at Sight,87.3,95.0
SUP-1937,LG Display,COMP-28312,OLED Panel,687.59,USD,200,91,2024-11-20,2025-02-03,30% Deposit,91.3,98.3
SUP-6667,TCL CSOT,COMP-80804,Power Supply,28.55,EUR,2000,39,2024-11-20,2025-04-08,Net 30,86.8,86.7
SUP-1560,LG Display,COMP-71313,Stand,13.06,EUR,1000,102,2024-11-11,2025-04-07,Net 90,99.2,83.4
SUP-7280,BOE Technology,COMP-76267,Power Supply,57.16,CNY,1000,78,2024-11-24,2025-02-12,LC at Sight,96.1,91.5
SUP-3841,LG Display,COMP-47699,Power Supply,31.49,USD,500,73,2024-11-21,2025-02-03,LC at Sight,94.5,85.2
SUP-1086,Tianma,COMP-61833,Power Supply,39.19,USD,100,84,2024-11-20,2025-04-22,Net 30,88.0,92.8
SUP-5045,LG Display,COMP-81352,OLED Panel,768.59,EUR,500,36,2024-11-12,2025-04-20,30% Deposit,88.7,96.7
SUP-1719,Innolux,COMP-53497,Remote Control,12.46,USD,500,46,2024-11-23,2025-02-10,LC at Sight,97.6,91.1
SUP-8355,LG Display,COMP-99116,Power Supply,64.92,EUR,200,49,2024-11-23,2025-02-06,Net 90,85.3,86.1
SUP-7405,JDI,COMP-30334,Stand,30.76,USD,2000,102,2024-11-19,2025-01-28,Net 90,87.6,89.7
SUP-1519,Innolux,COMP-40399,Stand,13.13,EUR,200,120,2024-11-19,2025-04-23,Net 90,85.3,98.3
SUP-6686,Tianma,COMP-88011,OLED Panel,668.55,USD,1000,61,2024-11-28,2025-03-26,30% Deposit,99.2,97.7
SUP-9653,TCL CSOT,COMP-59677,OLED Panel,219.63,EUR,500,44,2024-11-24,2025-02-07,30% Deposit,99.0,91.4
SUP-2290,Innolux,COMP-45643,Remote Control,3.22,USD,100,41,2024-11-09,2025-01-12,30% Deposit,90.6,87.3
SUP-5086,Innolux,COMP-17059,LCD Panel,82.74,USD,500,52,2024-11-07,2025-04-26,30% Deposit,97.1,91.5
SUP-3547,AU Optronics,COMP-16166,LCD Panel,98.9,CNY,500,81,2024-11-14,2025-03-07,Net 90,93.3,92.5
SUP-8620,BOE Technology,COMP-52565,LCD Panel,184.5,USD,2000,110,2024-11-21,2025-02-01,Net 90,89.4,82.6
SUP-3933,Samsung Display,COMP-58524,LED Backlight,20.82,CNY,500,109,2024-11-27,2025-05-15,Net 30,96.9,82.0
SUP-6877,AU Optronics,COMP-94338,Bezel,24.04,USD,500,46,2024-11-11,2025-01-31,Net 90,99.7,80.9
SUP-8701,Innolux,COMP-16163,LED Backlight,31.73,EUR,100,58,2024-11-20,2025-01-25,Net 30,99.3,94.7
SUP-1076,BOE Technology,COMP-53618,Stand,22.05,USD,1000,93,2024-11-14,2025-03-22,Net 30,94.5,83.4
SUP-8157,TCL CSOT,COMP-65178,QLED Panel,379.56,EUR,1000,78,2024-11-06,2025-04-27,LC at Sight,95.1,92.8
SUP-2514,BOE Technology,COMP-22497,LCD Panel,53.52,USD,1000,83,2024-11-10,2025-04-30,LC at Sight,91.1,89.7
SUP-5534,TCL CSOT,COMP-45123,T-Con Board,37.72,USD,2000,33,2024-11-19,2025-02-24,Net 60,87.1,90.2
SUP-4836,AU Optronics,COMP-51865,Main Board,30.51,USD,100,68,2024-11-15,2025-01-29,Net 90,92.8,80.6
SUP-7303,Tianma,COMP-73451,QLED Panel,412.33,USD,1000,111,2024-11-30,2025-04-01,LC at Sight,96.9,88.7
SUP-3150,Innolux,COMP-60257,LCD Panel,177.1,EUR,500,108,2024-11-09,2025-03-21,30% Deposit,85.7,90.8
SUP-6667,Innolux,COMP-15474,Remote Control,5.93,CNY,100,70,2024-11-25,2025-04-07,Net 30,92.1,86.0
SUP-1075,Sharp Corporation,COMP-57343,Main Board,30.44,CNY,100,89,2024-11-24,2025-04-10,Net 90,92.6,87.6
SUP-2880,JDI,COMP-58328,T-Con Board,47.7,CNY,100,99,2024-11-10,2025-03-30,30% Deposit,92.1,82.9
SUP-2269,BOE Technology,COMP-34634,OLED Panel,283.73,CNY,200,83,2024-11-08,2025-05-02,Net 30,87.6,82.2
SUP-9775,Visionox,COMP-92782,OLED Panel,656.65,EUR,500,43,2024-11-05,2025-01-15,30% Deposit,85.3,98.0
SUP-5107,Innolux,COMP-52317,Main Board,88.97,CNY,500,45,2024-11-22,2025-03-04,Net 90,93.8,84.5
SUP-8760,Sharp Corporation,COMP-93300,LED Backlight,36.43,USD,100,82,2024-11-10,2025-04-03,LC at Sight,89.6,95.0
SUP-8995,Sharp Corporation,COMP-23091,LED Backlight,48.05,USD,2000,43,2024-11-30,2025-03-06,LC at Sight,99.0,87.1
SUP-8550,Tianma,COMP-69202,QLED Panel,337.54,EUR,1000,86,2024-11-05,2025-01-11,LC at Sight,95.5,80.8
SUP-1226,TCL CSOT,COMP-15394,Stand,16.27,CNY,200,56,2024-11-30,2025-04-02,Net 30,87.5,88.6
SUP-9307,Samsung Display,COMP-34449,LCD Panel,70.84,USD,1000,108,2024-11-24,2025-03-05,Net 60,90.2,80.9
SUP-8423,AU Optronics,COMP-24666,QLED Panel,114.08,USD,500,115,2024-11-17,2025-03-25,Net 60,92.6,93.0
SUP-7406,BOE Technology,COMP-39225,Power Supply,75.21,CNY,1000,65,2024-11-08,2025-05-01,Net 30,98.6,88.0
SUP-7181,LG Display,COMP-98275,Stand,28.83,EUR,200,50,2024-11-13,2025-05-03,Net 90,91.1,95.0
SUP-4985,Innolux,COMP-80762,Bezel,23.1,USD,2000,116,2024-11-17,2025-02-20,LC at Sight,87.5,85.0
SUP-3115,BOE Technology,COMP-47353,Main Board,72.69,EUR,2000,114,2024-11-07,2025-04-28,LC at Sight,88.0,89.2
SUP-9007,Samsung Display,COMP-52134,LCD Panel,263.39,USD,1000,77,2024-11-20,2025-02-15,Net 60,88.1,98.2
SUP-7601,JDI,COMP-69507,Power Supply,24.96,CNY,200,120,2024-11-07,2025-02-21,Net 30,86.0,99.0
SUP-8099,JDI,COMP-14235,Main Board,44.13,USD,200,58,2024-11-03,2025-01-14,LC at Sight,95.4,81.1
SUP-8942,Tianma,COMP-25983,Remote Control,8.48,USD,100,82,2024-11-11,2025-02-03,LC at Sight,87.4,98.8
SUP-7809,Samsung Display,COMP-85359,Bezel,5.14,EUR,200,58,2024-12-01,2025-03-06,Net 90,92.5,83.7
SUP-8387,Tianma,COMP-39360,T-Con Board,38.15,EUR,1000,111,2024-11-08,2025-02-07,Net 30,96.2,90.9
SUP-3289,Sharp Corporation,COMP-48676,Remote Control,11.73,CNY,100,75,2024-11-12,2025-01-26,Net 60,99.0,87.4
SUP-6289,BOE Technology,COMP-13617,QLED Panel,438.45,USD,500,106,2024-11-27,2025-04-14,LC at Sight,85.1,84.0
SUP-5430,LG Display,COMP-13093,OLED Panel,250.42,CNY,100,99,2024-11-22,2025-01-26,Net 60,91.2,93.4
SUP-2860,BOE Technology,COMP-41985,OLED Panel,689.18,USD,2000,106,2024-11-17,2025-04-29,Net 90,98.8,82.4
SUP-7631,Innolux,COMP-29544,QLED Panel,287.96,EUR,500,66,2024-11-27,2025-03-10,Net 30,89.8,94.5
SUP-2527,TCL CSOT,COMP-77023,Remote Control,12.11,USD,2000,101,2024-11-13,2025-04-16,Net 60,98.4,80.4
SUP-9229,TCL CSOT,COMP-63359,T-Con Board,59.61,USD,1000,115,2024-11-29,2025-03-16,LC at Sight,95.9,95.0
SUP-2795,Innolux,COMP-26019,QLED Panel,344.12,USD,200,52,2024-11-02,2025-03-03,Net 60,99.8,99.8
SUP-8494,JDI,COMP-27825,QLED Panel,432.75,USD,100,33,2024-11-01,2025-02-09,Net 60,87.1,80.4
SUP-5788,JDI,COMP-74090,Remote Control,12.07,USD,100,43,2024-11-01,2025-03-25,30% Deposit,89.1,81.3
SUP-6671,TCL CSOT,COMP-14298,Power Supply,43.36,CNY,100,76,2024-11-15,2025-04-14,30% Deposit,88.0,94.0
SUP-7347,JDI,COMP-93296,Remote Control,13.97,USD,200,33,2024-11-12,2025-02-03,Net 30,91.7,97.3
SUP-1224,JDI,COMP-26914,QLED Panel,242.19,CNY,500,104,2024-11-03,2025-03-12,Net 60,96.8,86.2
SUP-1187,Samsung Display,COMP-64009,Power Supply,67.85,EUR,500,105,2024-11-29,2025-05-13,Net 30,92.0,84.2
SUP-9886,AU Optronics,COMP-57420,Bezel,9.41,CNY,500,71,2024-11-12,2025-03-05,LC at Sight,86.7,87.5
SUP-4078,TCL CSOT,COMP-23811,T-Con Board,31.91,USD,200,61,2024-11-05,2025-01-31,30% Deposit,96.6,84.1
SUP-1457,TCL CSOT,COMP-56321,LCD Panel,124.14,EUR,500,72,2024-11-17,2025-04-19,Net 30,94.5,89.6
SUP-4719,Tianma,COMP-81243,LCD Panel,218.89,USD,200,80,2024-11-11,2025-01-11,LC at Sight,94.2,92.7
SUP-1911,BOE Technology,COMP-52100,OLED Panel,236.43,CNY,200,53,2024-11-27,2025-02-01,30% Deposit,87.4,91.3
SUP-6063,LG Display,COMP-26474,OLED Panel,790.6,USD,100,53,2024-11-20,2025-02-19,30% Deposit,93.0,96.7
SUP-6225,BOE Technology,COMP-95735,T-Con Board,21.31,USD,500,67,2024-11-10,2025-03-14,LC at Sight,99.2,94.8
SUP-7186,TCL CSOT,COMP-96233,LCD Panel,139.72,USD,500,42,2024-11-22,2025-05-13,Net 60,96.8,93.6
SUP-6228,BOE Technology,COMP-91577,Bezel,24.47,USD,2000,74,2024-11-06,2025-01-13,LC at Sight,87.5,91.7
SUP-8206,Samsung Display,COMP-34789,LCD Panel,112.7,EUR,100,98,2024-11-24,2025-02-02,LC at Sight,87.0,84.9
SUP-9024,Innolux,COMP-98733,Stand,15.28,USD,1000,100,2024-11-26,2025-02-14,Net 60,85.1,90.6
SUP-2021,BOE Technology,COMP-55977,T-Con Board,56.14,USD,200,111,2024-11-14,2025-02-24,30% Deposit,88.4,92.4
SUP-4855,AU Optronics,COMP-28141,Remote Control,14.48,USD,500,118,2024-11-27,2025-03-03,Net 60,88.0,98.1
SUP-6605,JDI,COMP-50663,LED Backlight,22.86,EUR,100,69,2024-11-01,2025-03-03,Net 90,85.6,80.4
SUP-5383,Innolux,COMP-27419,Main Board,109.91,USD,100,59,2024-11-12,2025-04-09,30% Deposit,97.6,99.9
SUP-3484,JDI,COMP-59663,LED Backlight,48.73,USD,200,54,2024-11-07,2025-02-09,30% Deposit,98.6,87.9
SUP-8960,JDI,COMP-40436,QLED Panel,137.59,CNY,100,32,2024-11-07,2025-01-07,Net 90,86.4,94.6
SUP-7024,Sharp Corporation,COMP-63346,Power Supply,40.15,CNY,100,88,2024-11-07,2025-01-17,Net 60,91.3,93.4
SUP-4270,Tianma,COMP-83195,Stand,19.95,USD,500,65,2024-11-16,2025-04-10,Net 30,91.6,99.1
SUP-4920,Innolux,COMP-53909,T-Con Board,45.71,EUR,2000,61,2024-11-15,2025-04-20,Net 30,93.4,93.2
SUP-7699,TCL CSOT,COMP-49183,Remote Control,4.23,USD,1000,87,2024-11-11,2025-02-14,30% Deposit,93.6,85.2
SUP-8462,JDI,COMP-54779,Main Board,99.58,EUR,500,90,2024-11-10,2025-01-30,30% Deposit,93.2,95.3
SUP-8235,Tianma,COMP-42489,Bezel,9.27,USD,500,60,2024-11-15,2025-02-19,Net 30,91.7,96.0
SUP-1850,Tianma,COMP-32181,Remote Control,11.39,EUR,500,37,2024-11-22,2025-05-14,LC at Sight,96.8,82.6
SUP-2382,Innolux,COMP-34308,Power Supply,70.79,USD,2000,116,2024-11-15,2025-05-08,Net 90,96.1,80.5
SUP-2303,Sharp Corporation,COMP-88417,LED Backlight,42.31,USD,100,55,2024-11-09,2025-02-03,Net 60,99.7,88.6
SUP-5074,AU Optronics,COMP-30388,LCD Panel,81.98,USD,500,44,2024-11-05,2025-02-08,Net 60,92.1,91.8
SUP-2447,Samsung Display,COMP-95692,Remote Control,5.65,EUR,200,83,2024-11-03,2025-04-27,Net 90,92.2,92.0
SUP-8256,BOE Technology,COMP-55659,LED Backlight,13.56,USD,500,98,2024-11-27,2025-03-05,Net 60,87.8,93.0
SUP-9602,Tianma,COMP-94476,Remote Control,6.81,USD,2000,88,2024-11-29,2025-04-14,Net 90,96.1,80.5
SUP-8990,JDI,COMP-68310,LCD Panel,68.96,USD,500,84,2024-11-07,2025-02-13,Net 90,85.4,97.7
SUP-1919,Sharp Corporation,COMP-35484,OLED Panel,257.4,CNY,1000,63,2024-11-20,2025-03-02,Net 60,85.4,85.0
SUP-5973,Innolux,COMP-93354,Bezel,13.11,EUR,1000,35,2024-11-20,2025-05-15,Net 60,89.4,85.9
SUP-4426,Sharp Corporation,COMP-73335,Stand,10.14,USD,100,78,2024-11-30,2025-05-19,Net 90,97.7,82.8
SUP-3828,Sharp Corporation,COMP-71010,Stand,20.38,USD,200,75,2024-11-21,2025-02-07,LC at Sight,94.0,92.6
SUP-6417,Innolux,COMP-77320,Bezel,7.6,USD,1000,100,2024-11-14,2025-04-21,30% Deposit,85.5,92.3
SUP-5445,TCL CSOT,COMP-58369,Main Board,32.2,USD,100,81,2024-11-04,2025-03-30,30% Deposit,95.0,84.2
SUP-1220,Innolux,COMP-70023,Remote Control,12.5,USD,500,103,2024-11-08,2025-03-22,Net 90,96.4,92.7
SUP-7208,LG Display,COMP-54240,Main Board,86.04,USD,200,110,2024-11-06,2025-05-02,Net 90,88.7,97.1
SUP-7473,Innolux,COMP-96572,Bezel,17.64,USD,100,89,2024-11-02,2025-02-28,Net 30,95.9,99.9
SUP-5721,AU Optronics,COMP-49298,Bezel,8.15,USD,500,112,2024-11-30,2025-04-24,30% Deposit,92.6,88.6
SUP-6853,Tianma,COMP-77740,QLED Panel,242.24,USD,2000,33,2024-11-25,2025-05-18,Net 30,85.3,97.5
SUP-3907,BOE Technology,COMP-33105,QLED Panel,279.7,CNY,100,109,2024-11-21,2025-04-12,30% Deposit,85.4,87.8
SUP-9803,LG Display,COMP-64748,OLED Panel,518.88,EUR,100,103,2024-11-10,2025-05-05,LC at Sight,87.3,87.6
SUP-5523,AU Optronics,COMP-14110,Stand,16.04,USD,2000,98,2024-12-01,2025-04-09,30% Deposit,86.1,94.3
SUP-2390,Innolux,COMP-15375,T-Con Board,23.5,EUR,200,32,2024-11-23,2025-03-25,LC at Sight,94.8,82.3
